"","Data Source","World Development Indicators","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66"
"15","American Samoa","ASM","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.349999999999994","90.180000000000007","90.010000000000005","89.840000000000003","89.670000000000002","89.5","89.329999999999998","89.159999999999997","88.989999999999995","88.819999999999993","88.650000000000006","88.5","88.349999999999994","88.200000000000003","88.049999999999997","87.900000000000006","87.75","87.599999999999994","87.450000000000003","87.299999999999997","87.150000000000006","87","86.849999999999994","86.700000000000003","86.549999999999997","86.400000000000006","86.25","86.099999999999994","85.950000000000003","85.799999999999997","85.650000000000006",NA
"16","Antigua and Barbuda","ATG","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.977272727272727","22.827272727272728","22.677272727272726","22.527272727272731","22.377272727272725","22.227272727272727","22.077272727272728","21.927272727272729","21.777272727272727","21.627272727272725","21.477272727272727","21.324999999999999","21.172727272727272","21.020454545454545","20.868181818181817","20.715909090909093","20.563636363636366","20.411363636363635","20.259090909090911","20.106818181818181","19.954545454545453","19.804545454545455","19.654545454545456","19.50454545454545","19.354545454545455","19.204545454545453","19.045454545454547","18.90909090909091","18.75","18.59090909090909","18.454545454545453",NA
"17","Australia","AUS","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17.427358994051261","17.400438670710592","17.373518347369927","17.346598024029262","17.319677700688597","17.292757377347932","17.265837054007264","17.238916730666599","17.21199640732593","17.185076083985265","17.158155760644597","17.128633351990942","17.09911094333728","17.069588534683625","17.040066126029966","17.010543717376304","16.981021308722649","16.951498900068991","16.921976491415329","16.892454082761674","16.862931674108015","16.955310258646499","17.047688843184986","17.140067427723469","17.232446012261953","17.324824596800436","17.425487713240475","17.422913616969275","17.42131455716444","17.42131455716444","17.42131455716444",NA
"18","Austria","AUT","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.754604944255931","45.830307804168683","45.906010664081428","45.981713523994181","46.057416383906933","46.133119243819678","46.208822103732423","46.284524963645175","46.360227823557928","46.435930683470673","46.511633543383425","46.542001938923896","46.572370334464367","46.602738730004852","46.633107125545322","46.663475521085793","46.693843916626278","46.724212312166749","46.75458070770722","46.784949103247705","46.815317498788175","46.858919049927295","46.902520601066406","46.946122152205525","46.989723703344644","47.033325254483763","47.076951042171594","47.120455647115854","47.163960252060107","47.207464857004361","47.250969461948614",NA
"19","Azerbaijan","AZE","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.45482293281421","11.50587019479193","11.55691745676965","11.607964718747372","11.659011980725092","11.710059242702814","11.778799403071293","11.885279003687806","11.951092548877188","12.006046922667183","12.058811639110122","12.108628950297632","12.160463034642927","12.217000967819985","12.27518907995208","12.331169444141885","12.386262359761336","12.441808477161047","12.4914658343012","12.600995668900772","12.710826538266106","12.820503514438839","12.929708575783602","13.039534011589224","13.154411515664691","13.273146064697199","13.41393036029714","13.553367048176737","13.694189676451371",NA
"20","Burundi","BDI","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.766355140186915","10.444937694704052","10.123520249221183","9.8021028037383182","9.4806853582554513","9.1592679127725862","8.8378504672897193","8.5164330218068525","8.1950155763239874","7.8735981308411223","7.5521806853582563","7.5521806853582563","7.5521806853582563","7.5521806853582563","7.5521806853582563","7.5521806853582563","7.5521806853582563","7.5521806853582563","7.5521806853582563","7.5521806853582563","7.5521806853582563","8.2196261682242984","8.8870716510903414","9.5545171339563861","10.221962616822431","10.889408099688474","10.889408099688474","10.889408099688474","10.889408099688474","10.889408099688474","10.889408099688474",NA
"21","Belgium","BEL","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.254113345521024","23.226081657525899","23.198049969530775","23.170018281535647","23.141986593540523","23.113954905545402","23.085923217550274","23.05789152955515","23.029859841560025","23.001828153564897","22.037648612945841","22.112186261558783","22.186723910171732","22.261261558784675","22.335799207397621","22.410336856010566","22.484874504623516","22.559412153236458","22.633949801849408","22.708487450462354","22.783025099075296","22.779260237780715","22.775495376486131","22.771730515191546","22.767965653896962","22.764200792602377","22.764200792602377","22.764200792602377","22.764200792602377","22.764200792602377","22.764200792602377",NA
"22","Benin","BEN","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42.88001064207166","42.259223128769072","41.638435615466477","41.017648102163889","40.396860588861301","39.776073075558713","39.155285562256118","38.53449804895353","37.913710535650942","37.292923022348354","36.672135509045759","36.228715856686769","35.785296204327778","35.341876551968781","34.898456899609791","34.4550372472508","34.01161759489181","33.568197942532812","33.124778290173822","32.681358637814824","32.237938985455834","31.794519333096844","31.35109968073785","30.907680028378859","30.464260376019865","30.020840723660875","29.577421071301877","29.134001418942891","28.690581766583893","28.247162114224906","27.803742461865909",NA
"23","Burkina Faso","BFA","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.203947368421051","28.021162280701752","27.838377192982456","27.655592105263153","27.472807017543861","27.290021929824558","27.107236842105259","26.924451754385963","26.741666666666664","26.558881578947368","26.376096491228068","26.193347953216374","26.010599415204677","25.827850877192983","25.645102339181285","25.462353801169591","25.279605263157894","25.0968567251462","24.914108187134502","24.731359649122808","24.548611111111111","24.365789473684213","24.182967836257312","24.000146198830407","23.81732456140351","23.634502923976608","23.451754385964911","23.269005847953217","23.086257309941523","22.903508771929825","22.720760233918128",NA
"24","Bangladesh","BGD","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.752477529384651","14.752475992932318","14.752474456479989","14.752472920027653","14.752471383575324","14.752469847122992","14.752469078896826","14.752467542444494","14.752466005992165","14.752464469539833","14.752462933087504","14.727890450948758","14.703317968810016","14.678745486671277","14.654173004532534","14.629600522393796","14.605028040255053","14.580455558116309","14.555883075977569","14.531309825612663","14.506737343473915","14.499144196051317","14.491551048628715","14.483957901206116","14.476364753783514","14.468771606360914","14.468771606360914","14.468771606360914","14.468771606360914","14.468771606360914","14.468771606360914",NA
"25","Bulgaria","BGR","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.073217029738768","30.116604899213595","30.159992768688422","30.203380638163246","30.246768507638073","30.290156377112897","30.333544246587724","30.376932116062548","30.420319985537375","30.463707855012203","30.507095724487026","30.834312573443007","31.68566176470588","32.027213386043947","32.363001103346818","32.731958762886599","33.068213200773265","33.407605192891999","33.740907835374273","34.089904200442149","34.423360353721442","34.600221075902724","34.777081798084012","34.953942520265294","35.130803242446575","35.307663964627857","35.381355932203391","35.501105379513632","35.62085482682388","35.740604274134121","35.860353721444362",NA
"26","Bahrain","BHR","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.31884057971014496","0.34057971014492755","0.35211267605633806","0.37323943661971826","0.39436619718309857","0.41549295774647887","0.43661971830985913","0.45774647887323944","0.47887323943661975","0.5","0.52112676056338025","0.54225352112676062","0.56338028169014087","0.57638888888888895","0.58904109589041098","0.60135135135135132","0.6216216216216216","0.6333333333333333","0.64473684210526327","0.66447368421052633","0.6824146981627297","0.69882659713168194","0.71688311688311679","0.73766233766233757","0.75745784695201035","0.77120822622107965","0.79589216944801022","0.82051282051282048","0.84615384615384615","0.8684546615581098","0.89171974522292996",NA
"27","Bahamas, The","BHS","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936","50.935064935064936",NA
