"","Data Source","World Development Indicators","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66"
"70","Ecuador","ECU","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.854392428839766","52.528677214275397","52.202961999711015","51.87724678514666","51.551531570582284","51.225816356017916","50.900101141453547","50.574385926889178","56.010798840392987","55.647733129328394","55.284667418263808","55.001888387824124","54.71910935738444","54.436330326944763","54.153551296505078","53.870772266065394","53.58799323562571","53.305214205186012","53.022435174746327","52.739656144306657","52.456877113866959","52.288564986310192","52.120252858753425","51.951940731196643","51.783628603639876","51.615316476083109","51.356538895152205","51.097761314221287","50.838983733290391","50.580206152359473","50.321428571428569",NA
"71","Egypt, Arab Rep.","EGY","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.044010246622130697","0.045557285649706167","0.04710432467728163","0.048651363704857099","0.050198402732432569","0.051745441760008039","0.053292480787583509","0.054839519815158964","0.056386558842734441","0.057933597870309918","0.059480636897885381","0.060126575920437991","0.060772514942990609","0.061418453965543227","0.062064392988095837","0.062710332010648448","0.063356271033201059","0.064002210055753683","0.064648149078306294","0.065294088100858905","0.065940027123411529","0.062480285298106383","0.059020543472801251","0.055560801647496112","0.052101059822190966","0.048641317996885827","0.045185594454769197","0.045185594454769197","0.045185594454769197","0.045185594454769197","0.045185594454769197",NA
"72","Euro area","EMU","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.286006633409556","33.526527866133179","34.613708685537311","34.930037153984614","35.157749664619729","35.385463913022214","35.613179861874194","35.84129894113417","36.069290194618581","36.297422048538316","36.509018546261466","36.662901459101832","36.802966663868169","36.943670959609811","37.095541201491351","37.244117909449947","37.399550506017668","37.545382324856433","37.699635008829361","37.847470295990554","37.975577434386118","38.059867739511596","38.137422082846285","38.199409516594109","38.281500018691744","38.371775631633625","38.425885205730985","38.503769611603467","38.560419862442494","38.618175023660719","38.675210995879013",NA
"73","Eritrea","ERI","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.292871287128712","11.261584158415843","11.230297029702971","11.199009900990099","11.167722772277228","11.136435643564356","11.105148514851486","11.073861386138613","11.042574257425743","11.011287128712871","10.98","9.140320769201363","9.1109855799933968","9.0864741522536558","9.0582202286877962","9.0302546656054172","9.0032516174664252","8.9774837923360948","8.9496163850207715","8.9240261072402767","8.9003422226111901","8.8751971156394269","8.8452459775895829","8.8199736666095703","8.7943268901870351","8.7677572108769741","8.7414538087728815","8.7182152395866375",NA
"74","Spain","ESP","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.840501361524911","28.479070559026109","29.117639756527314","29.756208954028512","30.39477815152971","31.033347349030915","31.671916546532113","32.310485744033315","32.94905494153452","33.587624139035718","34.256372745490978","34.580500280831259","34.835307790958645","35.114186414534963","35.407055571136667","35.704251738163457","36.002998116156967","36.284420268077177","36.597951082598236","36.899288092086792","37.089938201235974","37.101920460910613","37.079778493032926","37.082113512324824","37.084448531616722","37.127532467012628","37.142868581402979","37.152233917365393","37.15664678147688","37.167721564469488","37.177305488549756",NA
"75","Estonia","EST","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.193866477942905","52.271691436659594","52.349516395376263","52.427341354092945","52.505166312809628","52.582991271526303","52.660816230242979","52.738641188959654","52.816466147676344","53.045600377447514","53.27473460721869","53.503868836989852","53.733003066761022","53.962137296532198","54.191271526303375","54.420405756074551","54.64953998584572","54.878674215616883","55.107808445388059","55.508799245104981","55.909790044821897","54.911755233494361","55.302783528870478","55.693811824246609","55.699332873245922","57.038596491228063","57.038596491228063","57.038596491228063","57.038596491228063",NA
"76","Ethiopia","ETH","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.536385104450499","18.467211625794732","18.398038147138966","19.0395","18.9665","18.8935","18.820500000000003","18.747499999999999","18.674499999999998","18.601500000000001","18.528500000000001","18.455500000000001","18.3825","18.3095","16.158553674083446","16.093836404357365","16.028963389221186","15.964029924857842","15.900232598751597","15.835264101689225","15.77082944449203","15.70608868876999","15.641308877769806","15.576763602424434","15.512544216909424","15.447844112530476","15.382897618115429","15.318290551965481","15.253489582089907","15.188678565010402","15.123989533793422",NA
"77","European Union","EUU","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.931986726731026","36.105805556771188","36.690122188858645","36.838984832491278","37.00395896215894","37.169581070249187","37.334084256232522","37.500269518826229","37.6659908791463","37.831620835648401","37.986456736804797","38.112001988713473","38.243898625268749","38.359812175191756","38.482844636722604","38.606183045219275","38.733127524983182","38.854178360317569","38.980198466071158","39.091680543012544","39.199560603771694","39.282761340582269","39.363562860238311","39.432112669273323","39.506969518184142","39.595374339952464","39.64469080414316","39.705589694882669","39.75099735476558","39.797851757679048","39.843214149907389",NA
"78","Fragile and conflict affected situations","FCS","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.233002946188812","27.110162765327829","26.672079974827835","26.551506542171275","26.430933109514715","26.310359676858155","26.189786249155961","26.069212816499398","25.948639383842838","25.828065951186279","25.707492523484085","25.598212889378182","25.488945883439175","25.379905104047509","25.086132543393013","24.977618725739372","24.868962084599357","24.76038702683535","24.652217967473533","24.547390231680783","24.438977933497565","24.311688385281482","24.038095312174782","23.912001826867691","23.785639481713151","23.659125200106956","23.527987513193125","23.401857499913412","23.278663544738258","23.153150242322607","23.030876610581721",NA
"79","Finland","FIN","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71.818936931612981","72.006175514626207","72.193414097639447","72.380652680652673","72.567891263665913","72.755129846679139","72.94236842969238","73.129607012705605","73.316845595718831","73.504084178732072","73.691322761745297","73.624465675169901","73.557608588594505","73.490751502019108","73.423894415443712","73.357037328868316","73.405859721811183","73.343720609030228","73.322566633761113","73.255557749259623","73.188548864758147","73.30086544473329","73.410773635196946","73.520681825660603","73.630590016124259","73.735645421341843","73.735645421341843","73.733219268228481","73.733219268228481","73.730793274767208","73.728367440942293",NA
"80","Fiji","FJI","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51.433497536945815","51.799014778325123","52.164532019704424","52.530049261083747","52.895566502463055","53.261083743842363","53.626600985221671","53.992118226600994","54.357635467980295","54.723152709359603","55.088669950738925","55.454132457580727","55.819594964422549","56.185057471264365","56.55051997810618","56.915982484948003","57.281444991789819","57.646907498631641","58.012370005473457","58.377832512315265","58.743295019157081","59.108702791461411","59.474110563765734","59.839518336070064","60.204926108374387","60.570333880678717","60.935960591133011","61.301587301587304","61.667214012041605","62.032840722495898","62.398467432950198",NA
"81","France","FRA","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.363945168253689","26.519542849629087","26.67514053100448","26.830738212379877","26.986335893755275","27.141933575130668","27.297531256506062","27.453128937881459","27.608726619256856","27.764324300632254","27.919870992956113","28.126421058975431","28.332971124994749","28.523893572710161","28.746071257033385","28.95315008300506","29.159703921235597","29.366257759466137","29.572811597696681","29.779365435927218","29.985919274157759","30.138232184046593","30.290545093935428","30.442858003824259","30.595170913713094","30.747483823601929","30.89979673349076","31.052109643379595","31.204422553268429","31.356735463157261","31.509048373046095",NA
"82","Faroe Islands","FRO","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.057306590257879667","0.058565153733528552",NA
"83","Micronesia, Fed. Sts.","FSM","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.868571428571428","90.908571428571435","90.948571428571427","90.988571428571419","91.028571428571439","91.068571428571431","91.108571428571423","91.148571428571429","91.188571428571436","91.228571428571442","91.267142857142858","91.305714285714274","91.344285714285718","91.382857142857134","91.421428571428578","91.459999999999994","91.498571428571424","91.537142857142868","91.575714285714284","91.6142857142857","91.65428571428572","91.694285714285712","91.734285714285718","91.77428571428571","91.814285714285731","91.857142857142861","91.900000000000006","91.94285714285715","91.98571428571428","92.028571428571439",NA
"84","Gabon","GAB","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.217254628012583","92.193340319012691","92.169426010012799","92.145511701012921","92.121597392013044","92.097683083013166","92.073768774013274","92.049854465013382","92.02594015601349","92.002025847013627","91.978111538013735","91.958477898086699","91.938844258159662","91.919210618232626","91.899576978305589","91.879943338378538","91.860309698451502","91.84067605852448","91.821042418597429","91.801408778670393","91.781775138743356","91.735661893119101","91.68954864749486","91.643435401870605","91.597322156246364","91.551208910622123","91.505103426863826","91.45899794310553","91.412892459347233","91.366786975588937","91.320681491830641",NA
"85","United Kingdom","GBR","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.482660273632868","11.555408589261356","11.628156904889844","11.700905220518331","11.773653536146819","11.846401851775306","11.919150167403794","11.991898483032282","12.064646798660769","12.137395114289257","12.210143429917744","12.253544413673376","12.296945397429008","12.34034638118464","12.383747364940271","12.427148348695905","12.470549332451537","12.513950316207168","12.557351299962798","12.60075228371843","12.644153267474062","12.723515066341504","12.802876865208946","12.882238664076388","12.961600462943826","13.040962261811268","13.057495969908651","13.078163105030379","13.115363948249495","13.152564791468608","13.185632207663373",NA
"86","Georgia","GEO","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39.63102604691322","39.642970211541225","39.654914376169231","39.666858540797243","39.678802705425241","39.690746870053246","39.702691034681251","39.714635199309257","39.726579363937262","39.81551302345661","39.904446682975966","39.993380342495328","40.082314002014677","40.171247661534032","40.260181321053388","40.349114980572743","40.438048640092099","40.526982299611461","40.61591595913081","40.61591595913081","40.61591595913081","40.61591595913081","40.61591595913081","40.61591595913081","40.61591595913081","40.61591595913081","40.61591595913081","40.61591595913081","40.61591595913081",NA
"87","Ghana","GHA","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43.615452228179663","43.142722158741321","42.66999208930298","42.197262019864631","41.724531950426297","41.251801880987962","40.779071811549613","40.306341742111279","39.833611672672937","39.360881603234596","38.888151533796254","38.490120418387974","38.092089302979701","37.694058187571414","37.296027072163142","36.897995956754855","36.499964841346575","36.101933725938295","35.703902610530022","35.305871495121735","34.907840379713456","34.852913773402484","34.797987167091499","34.743060560780521","34.688133954469549","34.633207348158564","34.816911312296739","35.000615276434907","35.032345961149694","35.064076645864468","35.096930994624955",NA
"88","Gibraltar","GIB","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA
"89","Guinea","GIN","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.610939280481851","29.469721634380598","29.328503988279341","29.187286342178087","29.046068696076837","28.904851049975584","28.763633403874326","28.622415757773073","28.481198111671823","28.339980465570569","28.198762819469316","28.052254598730265","27.905746377991207","27.75923815725216","27.612729936513102","27.466221715774054","27.319713495034996","27.173205274295949","27.026697053556891","26.880188832817844","26.733680612078786","26.587172391339735","26.440664170600687","26.294155949861629","26.147647729122582","26.001139508383524","25.838352596451248","25.675565684518965","25.512778772586685","25.349991860654402","25.187204948722126",NA
"90","Gambia, The","GMB","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.974308300395265","40.407806324110673","39.841304347826089","39.274802371541497","38.70830039525692","38.141798418972328","37.575296442687744","37.00879446640316","36.442292490118575","35.875790513833991","35.309288537549413","34.742786561264822","34.176284584980237","33.609782608695653","33.043280632411069","32.476778656126484","31.9102766798419","31.343774703557308","30.777272727272724","30.210770750988143","29.644268774703558","29.077865612648218","28.511462450592891","27.94505928853755","27.378656126482209","26.812252964426879","26.245059288537547","25.678853754940711","25.112648221343875","24.545454545454547","23.979249011857707",NA
"91","Guinea-Bissau","GNB","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79.421408250355626","79.121088193456615","78.820768136557618","78.520448079658607","78.22012802275961","77.919807965860599","77.619487908961588","77.319167852062591","77.018847795163595","76.718527738264584","76.418207681365573","76.117887624466562","75.817567567567565","75.517247510668568","75.216927453769557","74.916607396870546","74.616287339971549","74.315967283072553","74.015647226173542","73.715327169274531","73.415007112375534","73.114722617354204","72.814438122332859","72.514153627311515","72.213869132290185","71.913584637268841","71.613442389758191","71.313300142247499","71.01315789473685","70.713015647226172","70.412873399715508",NA
"92","Equatorial Guinea","GNQ","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.226381461675587","95.928449197860971","95.630516934046355","95.332584670231739","95.034652406417123","94.736720142602508","94.438787878787892","94.140855614973248","93.842923351158632","93.544991087344016","93.2470588235294","92.949126559714784","92.651194295900169","92.353262032085553","92.055329768270937","91.757397504456321","91.45946524064172","91.161532976827104","90.863600713012488","90.565668449197858","90.267736185383242","89.969768270944741","89.671800356506239","89.373832442067737","89.075864527629236","88.777896613190734","88.479857397504446","88.181818181818187","87.883778966131914","87.58573975044564","87.287700534759367",NA
"93","Greece","GRC","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.59","25.824041117145075","26.058081458494957","26.292122575640033","26.526162916989914","26.760204034134986","26.994245151280065","27.228285492629951","27.462326609775019","27.696366951124901","27.93040806826998","28.164366951124904","28.398326609775022","28.632285492629951","28.866245151280058","29.10020403413499","29.334162916989921","29.568122575640025","29.80208145849496","30.036041117145075","30.27","30.27","30.27","30.27","30.27","30.27","30.2699767261443","30.2699767261443","30.2699767261443","30.2699767261443","30.2699767261443",NA
"94","Grenada","GRD","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768","52.058823529411768",NA
"95","Greenland","GRL","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00064383962540239979","0.00064383962540239979","0.00064383962540239979","0.00064383962540239979","0.00064383962540239979","0.00064383962540239979","0.00064383962540239979","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834","0.0005359970763795834",NA
"96","Guatemala","GTM","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.617394550205304","44.083613288540505","43.549832026875698","43.016050765210899","42.4822695035461","41.9484882418813","41.414706980216501","40.880925718551694","40.347144456886895","39.813363195222095","39.279581933557296","38.82549458753266","38.371407241508024","37.917319895483388","37.463232549458752","37.009145203434116","36.555057857409487","36.100970511384851","35.646883165360208","35.192795819335572","34.738708473310936","34.48338932437477","34.228070175438603","33.972751026502422","33.717431877566256","33.462112728630082","33.353863381858901","33.245614035087719","33.137364688316531","33.029115341545349","32.920865994774168",NA
"97","Guam","GUM","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.444444444444443","44.81481481481481","45.185185185185183","45.555555555555557","45.925925925925924","46.296296296296298","51.851851851851848","51.851851851851848","51.851851851851848","51.851851851851848","51.851851851851848",NA
"98","Guyana","GUY","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94.499110998221994","94.479842519685036","94.460574041148092","94.44130556261112","94.422037084074177","94.402768605537219","94.383500127000261","94.364231648463289","94.344963169926345","94.325694691389387","94.306426212852429","94.283865887731778","94.261305562611128","94.238745237490477","94.216184912369826","94.193624587249175","94.171064262128525","94.14850393700786","94.125943611887237","94.103383286766572","94.080822961645922","94.021437642875298","93.962052324104633","93.90266700533401","93.843281686563373","93.783896367792735","93.737160274320559","93.690373380746763","93.643637287274572","93.596850393700777","93.550114300228586",NA
"99","High income","HIC","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.565223906429125","28.584535113605742","28.701939703881756","28.747925591944956","28.767256148868228","28.786644014046036","28.806016336311718","28.769165687238278","28.788524761895935","28.807875693502318","28.824028425576799","28.847639667300701","28.870476403078548","28.893436143094203","28.917020944468149","28.940534530169309","28.964446426012511","28.987835554932868","29.023583754042619","29.046133086894717","29.068362457339735","29.109869740661519","29.151457556575803","29.192122700741823","29.233604317571984","29.275848612180592","29.302051145644953","29.302234023810492","29.309290943716071","29.317454429201462","29.326691675210895",NA
"100","Hong Kong SAR, China","HKG","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Honduras","HND","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62.452229868620968","62.26498346590401","62.077737063187058","61.890490660470107","61.703244257753141","61.515997855036197","61.328751452319253","61.141505049602287","60.954258646885343","60.767012244168384","60.579765841451426","60.398516400035739","60.217266958620073","60.036017517204399","59.854768075788719","59.673518634373046","59.492269192957359","59.311019751541693","59.12977031012602","58.948520868710339","58.767271427294666","58.567718294753782","58.368165162212883","58.168612029671998","57.969058897131106","57.769505764590221","57.583787648583431","57.396639556707477","57.209402091339712","57.022164625971939","56.834927160604167",NA
"102","Heavily indebted poor countries (HIPC)","HPC","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31.595611564734021","31.439831235368501","31.284050906002982","31.128270576637469","30.972490247271949","30.816709917906429","30.66092958854091","30.50514925917539","30.34936892980987","30.193588600444354","30.037808271078834","29.897723339990993","29.757638408903151","29.617553477815303","29.257399689810381","29.118294497402495","28.979267124736843","28.840161023254065","28.701176980831921","28.562091707577817","28.422070936825094","28.261291343987203","28.467934631904459","28.30341371060975","28.138905267802382","27.974251043375411","27.796600855863108","27.624121047793086","27.452787555130829","27.278722731594204","27.107788640082994",NA
"103","Croatia","HRV","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33.214094079771058","33.276694687891258","33.339295296011443","33.401895904131642","33.422650946766701","33.485173276170059","33.589697728492219","33.652298336612411","33.713692946058096","33.776291314923448","33.838889683788807","33.869987849331714","33.93252805374884","33.995068258165958","34.05760846258309","34.120148667000215","34.182688871417341","34.245229075834466","34.307769280251591","34.314916732184976","34.322064184118361","34.329211636051745","34.336359087985137","34.343506539918515","34.381391608891434","34.515195482810377","34.55989564720177","34.60456722178543","34.651715511079338",NA
"104","Haiti","HTI","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.894049346879536","13.885812772133526","13.877576197387517","13.869339622641508","13.861103047895501","13.852866473149492","13.844629898403483","13.836393323657475","13.828156748911466","13.819920174165457","13.81168359941945","13.80344702467344","13.795210449927431","13.786973875181422","13.778737300435415","13.770500725689406","13.762264150943397","13.754027576197389","13.74579100145138","13.737554426705371","13.729317851959363","13.616618287373003","13.503918722786649","13.39121915820029","13.278519593613932","13.165820029027575","13.052975326560231","12.940130624092888","12.827285921625545","12.714441219158202","12.601596516690854",NA
"105","Hungary","HUN","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.18359853121175","20.302959830866808","20.422321130521865","20.543968395281549","20.663342977965726","20.7827175606499","20.902092143334077","21.035512249443205","21.15496659242762","21.274420935412028","21.436844454362866","21.576567730417313","21.716291006471771","21.856014282526225","21.995737558580675","22.137931034482758","22.277669902912621","22.417408771342487","22.557147639772346","22.4662321882249","22.604550977576494","22.636429912736109","22.668308847895723","22.700187783055341","22.550230111768574","22.581854043392504","22.558952443567829","22.542954196800352","22.528161297392067","22.512272627657243","22.496274380889762",NA
"106","IBRD only","IBD","Forest area (% of land area)","AG.LND.FRST.ZS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32.969280055733613","32.869666170607957","35.093443679565347","35.025979342018289","34.959048940247705","34.891182851853053","34.822036887849684","34.752383254812436","34.695784538685757","34.623110715499877","34.532187554885262","34.494374721017422","34.456971691316269","34.415396070103661","34.377083945049861","34.337473189975945","34.298116428594597","34.260858412745726","34.223630119297709","34.187275322576774","34.149564966350255","34.124135094251969","34.098713746717891","34.073590676313302","34.048073058093507","34.023038574080338","34.01665544828311","33.978902642614251","33.962469841124765","33.943827244051761","33.926623660860592",NA
